item;source;target;cycle_1;order;package
880025;reorder_item item_pass;pick_item item;0;990025;660025
880025;pick_item item;confirm_order item;0;990025;660025
880025;confirm_order item;payment_remider item_pass;0;990025;660025
880025;payment_remider item_pass;payment item;0;990025;660025
880025;payment item;create_package item;0;990025;660025
880025;create_package item;send_package item;0;990025;660025
880025;send_package item;failed_delivery item_pass;0;990025;660025
880025;failed_delivery item_pass;package_delivered item;0;990025;660025
880026;place_order item;item_out_of_stock item_pass;0;990026;660026
880026;item_out_of_stock item_pass;reorder_item item_pass;0;990026;660026
880026;reorder_item item_pass;pick_item item;0;990026;660026
880026;pick_item item;confirm_order item;0;990026;660026
880026;confirm_order item;payment_remider item_pass;0;990026;660026
880026;payment_remider item_pass;payment item;0;990026;660026
880026;payment item;create_package item;0;990026;660026
880026;create_package item;send_package item;0;990026;660026
880026;send_package item;failed_delivery item_pass;0;990026;660026
880026;failed_delivery item_pass;package_delivered item;0;990026;660026
880027;place_order item;item_out_of_stock item_pass;0;990027;660027
880027;item_out_of_stock item_pass;reorder_item item_pass;0;990027;660027
880027;reorder_item item_pass;pick_item item;0;990027;660027
880027;pick_item item;confirm_order item;0;990027;660027
880027;confirm_order item;payment_remider item_pass;0;990027;660027
880027;payment_remider item_pass;payment item;0;990027;660027
880027;payment item;create_package item;0;990027;660027
880027;create_package item;send_package item;0;990027;660027
880027;send_package item;failed_delivery item_pass;0;990027;660027
880027;failed_delivery item_pass;package_delivered item;0;990027;660027
880028;place_order item;item_out_of_stock item_pass;0;990028;660028
880028;item_out_of_stock item_pass;reorder_item item_pass;0;990028;660028
880028;reorder_item item_pass;pick_item item;0;990028;660028
880028;pick_item item;confirm_order item;0;990028;660028
880028;confirm_order item;payment_remider item_pass;0;990028;660028
880028;payment_remider item_pass;payment item;0;990028;660028
880028;payment item;create_package item;0;990028;660028
880028;create_package item;send_package item;0;990028;660028
880028;send_package item;failed_delivery item_pass;0;990028;660028
880028;failed_delivery item_pass;package_delivered item;0;990028;660028
880029;place_order item;item_out_of_stock item_pass;0;990029;660029
880029;item_out_of_stock item_pass;reorder_item item_pass;0;990029;660029
880029;reorder_item item_pass;pick_item item;0;990029;660029
880029;pick_item item;confirm_order item;0;990029;660029
880029;confirm_order item;payment_remider item_pass;0;990029;660029
880029;payment_remider item_pass;payment item;0;990029;660029
880029;payment item;create_package item;0;990029;660029
880029;create_package item;send_package item;0;990029;660029
880029;send_package item;failed_delivery item_pass;0;990029;660029
880029;failed_delivery item_pass;package_delivered item;0;990029;660029
880030;place_order item;item_out_of_stock item_pass;0;990030;660030
880030;item_out_of_stock item_pass;reorder_item item_pass;0;990030;660030
880030;reorder_item item_pass;pick_item item;0;990030;660030
880030;pick_item item;confirm_order item;0;990030;660030
880030;confirm_order item;payment_remider item_pass;0;990030;660030
880030;payment_remider item_pass;payment item;0;990030;660030
880030;payment item;create_package item;0;990030;660030
880030;create_package item;send_package item;0;990030;660030
880030;send_package item;failed_delivery item_pass;0;990030;660030
880030;failed_delivery item_pass;package_delivered item;0;990030;660030
880031;place_order item;item_out_of_stock item_pass;0;990031;660031
880031;item_out_of_stock item_pass;reorder_item item_pass;0;990031;660031
880031;reorder_item item_pass;pick_item item;0;990031;660031
880031;pick_item item;confirm_order item;0;990031;660031
880031;confirm_order item;payment_remider item_pass;0;990031;660031
880031;payment_remider item_pass;payment item;0;990031;660031
880031;payment item;create_package item;0;990031;660031
880031;create_package item;send_package item;0;990031;660031
880031;send_package item;failed_delivery item_pass;0;990031;660031
880031;failed_delivery item_pass;package_delivered item;0;990031;660031
880032;place_order item;item_out_of_stock item_pass;0;990032;660032
880032;item_out_of_stock item_pass;reorder_item item_pass;0;990032;660032
880032;reorder_item item_pass;pick_item item;0;990032;660032
880032;pick_item item;confirm_order item;0;990032;660032
880032;confirm_order item;payment_remider item_pass;0;990032;660032
880032;payment_remider item_pass;payment item;0;990032;660032
880032;payment item;create_package item;0;990032;660032
880032;create_package item;send_package item;0;990032;660032
880032;send_package item;failed_delivery item_pass;0;990032;660032
880032;failed_delivery item_pass;package_delivered item;0;990032;660032
880033;place_order item;item_out_of_stock item_pass;0;990033;660033
880033;item_out_of_stock item_pass;reorder_item item_pass;0;990033;660033
880033;reorder_item item_pass;pick_item item;0;990033;660033
880033;pick_item item;confirm_order item;0;990033;660033
880033;confirm_order item;payment_remider item_pass;0;990033;660033
880033;payment_remider item_pass;payment item;0;990033;660033
880033;payment item;create_package item;0;990033;660033
880033;create_package item;send_package item;0;990033;660033
880033;send_package item;failed_delivery item_pass;0;990033;660033
880033;failed_delivery item_pass;package_delivered item;0;990033;660033
880034;place_order item;item_out_of_stock item_pass;0;990034;660034
880034;item_out_of_stock item_pass;reorder_item item_pass;0;990034;660034
880034;reorder_item item_pass;pick_item item;0;990034;660034
880034;pick_item item;confirm_order item;0;990034;660034
880034;confirm_order item;payment_remider item_pass;0;990034;660034
880034;payment_remider item_pass;payment item;0;990034;660034
880034;payment item;create_package item;0;990034;660034
880034;create_package item;send_package item;0;990034;660034
880034;send_package item;failed_delivery item_pass;0;990034;660034
880034;failed_delivery item_pass;package_delivered item;0;990034;660034
880035;place_order item;item_out_of_stock item_pass;0;990035;660035
880035;item_out_of_stock item_pass;reorder_item item_pass;0;990035;660035
880035;reorder_item item_pass;pick_item item;0;990035;660035
880035;pick_item item;confirm_order item;0;990035;660035
880035;confirm_order item;payment_remider item_pass;0;990035;660035
880035;payment_remider item_pass;payment item;0;990035;660035
880035;payment item;create_package item;0;990035;660035
880035;create_package item;send_package item;0;990035;660035
880035;send_package item;failed_delivery item_pass;0;990035;660035
880035;failed_delivery item_pass;package_delivered item;0;990035;660035
880036;place_order item;item_out_of_stock item_pass;0;990036;660036
880036;item_out_of_stock item_pass;reorder_item item_pass;0;990036;660036
880036;reorder_item item_pass;pick_item item;0;990036;660036
880036;pick_item item;confirm_order item;0;990036;660036
880036;confirm_order item;payment_remider item_pass;0;990036;660036
880036;payment_remider item_pass;payment item;0;990036;660036
880036;payment item;create_package item;0;990036;660036
880036;create_package item;send_package item;0;990036;660036
880036;send_package item;failed_delivery item_pass;0;990036;660036
880036;failed_delivery item_pass;package_delivered item;0;990036;660036
880037;place_order item;item_out_of_stock item_pass;0;990037;660037
880037;item_out_of_stock item_pass;reorder_item item_pass;0;990037;660037
880037;reorder_item item_pass;pick_item item;0;990037;660037
880037;pick_item item;confirm_order item;0;990037;660037
880037;confirm_order item;payment_remider item_pass;0;990037;660037
880037;payment_remider item_pass;payment item;0;990037;660037
880037;payment item;create_package item;0;990037;660037
880037;create_package item;send_package item;0;990037;660037
880037;send_package item;failed_delivery item_pass;0;990037;660037
880037;failed_delivery item_pass;package_delivered item;0;990037;660037
880038;place_order item;item_out_of_stock item_pass;0;990038;660038
880038;item_out_of_stock item_pass;reorder_item item_pass;0;990038;660038
880038;reorder_item item_pass;pick_item item;0;990038;660038
880038;pick_item item;confirm_order item;0;990038;660038
880038;confirm_order item;payment_remider item_pass;0;990038;660038
880038;payment_remider item_pass;payment item;0;990038;660038
880038;payment item;create_package item;0;990038;660038
880038;create_package item;send_package item;0;990038;660038
880038;send_package item;failed_delivery item_pass;0;990038;660038
880038;failed_delivery item_pass;package_delivered item;0;990038;660038
880039;place_order item;item_out_of_stock item_pass;0;990039;660039
880039;item_out_of_stock item_pass;reorder_item item_pass;0;990039;660039
880039;reorder_item item_pass;pick_item item;0;990039;660039
880039;pick_item item;confirm_order item;0;990039;660039
880039;confirm_order item;payment_remider item_pass;0;990039;660039
880039;payment_remider item_pass;payment item;0;990039;660039
880039;payment item;create_package item;0;990039;660039
880039;create_package item;send_package item;0;990039;660039
880039;send_package item;failed_delivery item_pass;0;990039;660039
880039;failed_delivery item_pass;package_delivered item;0;990039;660039
880040;place_order item;item_out_of_stock item_pass;0;990040;660040
880040;item_out_of_stock item_pass;reorder_item item_pass;0;990040;660040
880040;reorder_item item_pass;pick_item item;0;990040;660040
880040;pick_item item;confirm_order item;0;990040;660040
880040;confirm_order item;payment_remider item_pass;0;990040;660040
880040;payment_remider item_pass;payment item;0;990040;660040
880040;payment item;create_package item;0;990040;660040
880040;create_package item;send_package item;0;990040;660040
880040;send_package item;failed_delivery item_pass;0;990040;660040
880040;failed_delivery item_pass;package_delivered item;0;990040;660040
880041;place_order item;item_out_of_stock item_pass;0;990041;660041
880041;item_out_of_stock item_pass;reorder_item item_pass;0;990041;660041
880041;reorder_item item_pass;pick_item item;0;990041;660041
880041;pick_item item;confirm_order item;0;990041;660041
880041;confirm_order item;payment_remider item_pass;0;990041;660041
880041;payment_remider item_pass;payment item;0;990041;660041
880041;payment item;create_package item;0;990041;660041
880041;create_package item;send_package item;0;990041;660041
880041;send_package item;failed_delivery item_pass;0;990041;660041
880041;failed_delivery item_pass;package_delivered item;0;990041;660041
880042;place_order item;item_out_of_stock item_pass;0;990042;660042
880042;item_out_of_stock item_pass;reorder_item item_pass;0;990042;660042
880042;reorder_item item_pass;pick_item item;0;990042;660042
880042;pick_item item;confirm_order item;0;990042;660042
880042;confirm_order item;payment_remider item_pass;0;990042;660042
880042;payment_remider item_pass;payment item;0;990042;660042
880042;payment item;create_package item;0;990042;660042
880042;create_package item;send_package item;0;990042;660042
880042;send_package item;failed_delivery item_pass;0;990042;660042
880042;failed_delivery item_pass;package_delivered item;0;990042;660042
880043;place_order item;item_out_of_stock item_pass;0;990043;660043
880043;item_out_of_stock item_pass;reorder_item item_pass;0;990043;660043
880043;reorder_item item_pass;pick_item item;0;990043;660043
880043;pick_item item;confirm_order item;0;990043;660043
880043;confirm_order item;payment_remider item_pass;0;990043;660043
880043;payment_remider item_pass;payment item;0;990043;660043
880043;payment item;create_package item;0;990043;660043
880043;create_package item;send_package item;0;990043;660043
880043;send_package item;failed_delivery item_pass;0;990043;660043
880043;failed_delivery item_pass;package_delivered item;0;990043;660043
880044;place_order item;item_out_of_stock item_pass;0;990044;660044
880044;item_out_of_stock item_pass;reorder_item item_pass;0;990044;660044
880044;reorder_item item_pass;pick_item item;0;990044;660044
880044;pick_item item;confirm_order item;0;990044;660044
880044;confirm_order item;payment_remider item_pass;0;990044;660044
880044;payment_remider item_pass;payment item;0;990044;660044
880044;payment item;create_package item;0;990044;660044
880044;create_package item;send_package item;0;990044;660044
880044;send_package item;failed_delivery item_pass;0;990044;660044
880044;failed_delivery item_pass;package_delivered item;0;990044;660044
880045;place_order item;item_out_of_stock item_pass;0;990045;660045
880045;item_out_of_stock item_pass;reorder_item item_pass;0;990045;660045
880045;reorder_item item_pass;pick_item item;0;990045;660045
880045;pick_item item;confirm_order item;0;990045;660045
880045;confirm_order item;payment_remider item_pass;0;990045;660045
880045;payment_remider item_pass;payment item;0;990045;660045
880045;payment item;create_package item;0;990045;660045
880045;create_package item;send_package item;0;990045;660045
880045;send_package item;failed_delivery item_pass;0;990045;660045
880045;failed_delivery item_pass;package_delivered item;0;990045;660045
880046;place_order item;item_out_of_stock item_pass;0;990046;660046
880046;item_out_of_stock item_pass;reorder_item item_pass;0;990046;660046
880046;reorder_item item_pass;pick_item item;0;990046;660046
880046;pick_item item;confirm_order item;0;990046;660046
880046;confirm_order item;payment_remider item_pass;0;990046;660046
880046;payment_remider item_pass;payment item;0;990046;660046
880046;payment item;create_package item;0;990046;660046
880046;create_package item;send_package item;0;990046;660046
880046;send_package item;failed_delivery item_pass;0;990046;660046
880046;failed_delivery item_pass;package_delivered item;0;990046;660046
880047;place_order item;item_out_of_stock item_pass;0;990047;660047
880047;item_out_of_stock item_pass;reorder_item item_pass;0;990047;660047
880047;reorder_item item_pass;pick_item item;0;990047;660047
880047;pick_item item;confirm_order item;0;990047;660047
880047;confirm_order item;payment_remider item_pass;0;990047;660047
880047;payment_remider item_pass;payment item;0;990047;660047
880047;payment item;create_package item;0;990047;660047
880047;create_package item;send_package item;0;990047;660047
880047;send_package item;failed_delivery item_pass;0;990047;660047
880047;failed_delivery item_pass;package_delivered item;0;990047;660047
880048;place_order item;item_out_of_stock item_pass;0;990048;660048
880048;item_out_of_stock item_pass;reorder_item item_pass;0;990048;660048
880048;reorder_item item_pass;pick_item item;0;990048;660048
880048;pick_item item;confirm_order item;0;990048;660048
880048;confirm_order item;payment_remider item_pass;0;990048;660048
880048;payment_remider item_pass;payment item;0;990048;660048
880048;payment item;create_package item;0;990048;660048
880048;create_package item;send_package item;0;990048;660048
880048;send_package item;failed_delivery item_pass;0;990048;660048
880048;failed_delivery item_pass;package_delivered item;0;990048;660048
880049;place_order item;item_out_of_stock item_pass;0;990049;660049
880049;item_out_of_stock item_pass;reorder_item item_pass;0;990049;660049
880049;reorder_item item_pass;pick_item item;0;990049;660049
880049;pick_item item;confirm_order item;0;990049;660049
880049;confirm_order item;payment_remider item_pass;0;990049;660049
880049;payment_remider item_pass;payment item;0;990049;660049
880049;payment item;create_package item;0;990049;660049
880049;create_package item;send_package item;0;990049;660049
880049;send_package item;failed_delivery item_pass;0;990049;660049
880049;failed_delivery item_pass;package_delivered item;0;990049;660049
880050;place_order item;item_out_of_stock item_pass;0;990050;660050
880050;item_out_of_stock item_pass;reorder_item item_pass;0;990050;660050
880050;reorder_item item_pass;pick_item item;0;990050;660050
880050;pick_item item;confirm_order item;0;990050;660050
880050;confirm_order item;payment_remider item_pass;0;990050;660050
880050;payment_remider item_pass;payment item;0;990050;660050
880050;payment item;create_package item;0;990050;660050
880050;create_package item;send_package item;0;990050;660050
880050;send_package item;failed_delivery item_pass;0;990050;660050
880050;failed_delivery item_pass;package_delivered item;0;990050;660050
880051;place_order item;item_out_of_stock item_pass;0;990051;660051
880051;item_out_of_stock item_pass;reorder_item item_pass;0;990051;660051
880051;reorder_item item_pass;pick_item item;0;990051;660051
880051;pick_item item;confirm_order item;0;990051;660051
880051;confirm_order item;payment_remider item_pass;0;990051;660051
880051;payment_remider item_pass;payment item;0;990051;660051
880051;payment item;create_package item;0;990051;660051
880051;create_package item;send_package item;0;990051;660051
880051;send_package item;failed_delivery item_pass;0;990051;660051
880051;failed_delivery item_pass;package_delivered item;0;990051;660051
880052;place_order item;item_out_of_stock item_pass;0;990052;660052
880052;item_out_of_stock item_pass;reorder_item item_pass;0;990052;660052
880052;reorder_item item_pass;pick_item item;0;990052;660052
880052;pick_item item;confirm_order item;0;990052;660052
880052;confirm_order item;payment_remider item_pass;0;990052;660052
880052;payment_remider item_pass;payment item;0;990052;660052
880052;payment item;create_package item;0;990052;660052
880052;create_package item;send_package item;0;990052;660052
880052;send_package item;failed_delivery item_pass;0;990052;660052
880052;failed_delivery item_pass;package_delivered item;0;990052;660052
880053;place_order item;item_out_of_stock item_pass;0;990053;660053
880053;item_out_of_stock item_pass;reorder_item item_pass;0;990053;660053
880053;reorder_item item_pass;pick_item item;0;990053;660053
880053;pick_item item;confirm_order item;0;990053;660053
880053;confirm_order item;payment_remider item_pass;0;990053;660053
880053;payment_remider item_pass;payment item;0;990053;660053
880053;payment item;create_package item;0;990053;660053
880053;create_package item;send_package item;0;990053;660053
880053;send_package item;failed_delivery item_pass;0;990053;660053
